Year,Typhoon Number,Typhoon Name,Cyclogenesis Start,Cyclogenesis End,Typhoon Start,Typhoon End,Cyclolysis Start,Cyclolysis End
1958,195824,NO-NAME,1958-09-24 12:00:00,1958-09-28 06:00:00,1958-09-28 12:00:00,1958-09-29 06:00:00,1958-09-29 12:00:00,1958-09-29 12:00:00
1958,195825,KATHY,1958-10-20 06:00:00,1958-10-21 00:00:00,1958-10-21 06:00:00,1958-10-26 06:00:00,1958-10-26 12:00:00,1958-10-26 12:00:00
1958,195826,LORNA,1958-10-22 12:00:00,1958-10-24 00:00:00,1958-10-24 06:00:00,1958-11-03 18:00:00,1958-11-04 00:00:00,1958-11-06 06:00:00
1958,195827,MARIE,1958-10-23 18:00:00,1958-10-25 18:00:00,1958-10-26 00:00:00,1958-11-03 18:00:00,1958-11-04 00:00:00,1958-11-04 12:00:00
1958,195828,NANCY,1958-11-21 18:00:00,1958-11-22 06:00:00,1958-11-22 12:00:00,1958-11-26 18:00:00,,
1958,195829,PAMELA,1958-11-28 06:00:00,1958-11-30 00:00:00,1958-11-30 06:00:00,1958-12-01 12:00:00,1958-12-01 18:00:00,1958-12-02 00:00:00
1958,195830,OLGA,1958-12-01 06:00:00,1958-12-01 06:00:00,1958-12-01 12:00:00,1958-12-08 18:00:00,1958-12-09 00:00:00,1958-12-09 12:00:00
1958,195831,NO-NAME,1958-12-09 18:00:00,1958-12-11 06:00:00,1958-12-11 12:00:00,1958-12-12 18:00:00,,
1959,195901,RUBY,1959-02-27 00:00:00,1959-02-27 00:00:00,1959-02-27 06:00:00,1959-03-01 06:00:00,1959-03-01 12:00:00,1959-03-01 12:00:00
1959,195902,SALLY,1959-03-04 00:00:00,1959-03-04 06:00:00,1959-03-04 12:00:00,1959-03-13 00:00:00,1959-03-13 06:00:00,1959-03-17 18:00:00
1959,195903,TILDA,1959-04-13 18:00:00,1959-04-14 06:00:00,1959-04-14 12:00:00,1959-04-23 12:00:00,,
1959,195904,WILDA,1959-07-04 00:00:00,1959-07-05 12:00:00,1959-07-05 18:00:00,1959-07-06 00:00:00,1959-07-06 06:00:00,1959-07-10 12:00:00
1959,195905,BILLIE,1959-07-10 12:00:00,1959-07-12 06:00:00,1959-07-12 12:00:00,1959-07-17 18:00:00,1959-07-18 00:00:00,1959-07-19 18:00:00
1959,195906,ELLEN,1959-08-01 00:00:00,1959-08-02 18:00:00,1959-08-03 00:00:00,1959-08-10 00:00:00,1959-08-10 06:00:00,1959-08-13 12:00:00
1959,195907,GEORGIA,1959-08-10 00:00:00,1959-08-12 00:00:00,1959-08-12 06:00:00,1959-08-14 18:00:00,1959-08-15 00:00:00,1959-08-15 18:00:00
1959,195908,IRIS,1959-08-19 00:00:00,1959-08-20 00:00:00,1959-08-20 06:00:00,1959-08-23 12:00:00,1959-08-23 18:00:00,1959-08-23 18:00:00
1959,195909,JOAN,1959-08-23 18:00:00,1959-08-25 06:00:00,1959-08-25 12:00:00,1959-08-31 06:00:00,1959-08-31 12:00:00,1959-09-02 12:00:00
1959,195910,KATE,1959-08-24 18:00:00,1959-08-26 06:00:00,1959-08-26 12:00:00,1959-08-27 12:00:00,,
1959,195911,LOUISE,1959-08-29 06:00:00,1959-09-01 00:00:00,1959-09-01 06:00:00,1959-09-04 18:00:00,1959-09-05 00:00:00,1959-09-09 00:00:00
1959,195912,PATSY,1959-09-07 18:00:00,1959-09-08 00:00:00,1959-09-08 06:00:00,1959-09-11 00:00:00,,
1959,195913,NORA,1959-09-07 18:00:00,1959-09-10 00:00:00,1959-09-10 06:00:00,1959-09-11 06:00:00,1959-09-11 12:00:00,1959-09-14 00:00:00
1959,195914,SARAH,1959-09-11 00:00:00,1959-09-12 00:00:00,1959-09-12 06:00:00,1959-09-19 00:00:00,1959-09-19 06:00:00,1959-09-23 12:00:00
1959,195915,VERA,1959-09-20 00:00:00,1959-09-21 12:00:00,1959-09-21 18:00:00,1959-09-27 12:00:00,1959-09-27 18:00:00,1959-09-29 12:00:00
1959,195916,AMY,1959-10-03 06:00:00,1959-10-03 12:00:00,1959-10-03 18:00:00,1959-10-07 12:00:00,1959-10-07 18:00:00,1959-10-10 12:00:00
1959,195917,BABS,1959-10-05 00:00:00,1959-10-08 06:00:00,1959-10-08 12:00:00,1959-10-09 12:00:00,1959-10-09 18:00:00,1959-10-10 12:00:00
1959,195918,CHARLOTTE,1959-10-09 00:00:00,1959-10-10 12:00:00,1959-10-10 18:00:00,1959-10-19 06:00:00,1959-10-19 12:00:00,1959-10-20 06:00:00
1959,195919,DINAH,1959-10-12 18:00:00,1959-10-15 00:00:00,1959-10-15 06:00:00,1959-10-21 18:00:00,1959-10-22 00:00:00,1959-10-24 00:00:00
1959,195920,EMMA,1959-11-01 00:00:00,1959-11-06 18:00:00,1959-11-07 00:00:00,1959-11-14 00:00:00,1959-11-14 06:00:00,1959-11-15 12:00:00
1959,195921,FREDA,1959-11-13 00:00:00,1959-11-13 00:00:00,1959-11-13 06:00:00,1959-11-19 12:00:00,1959-11-19 18:00:00,1959-11-20 12:00:00
1959,195922,GILDA,1959-12-11 18:00:00,1959-12-13 00:00:00,1959-12-13 06:00:00,1959-12-21 18:00:00,,
1959,195923,HARRIET,1959-12-23 06:00:00,1959-12-24 00:00:00,1959-12-24 06:00:00,1960-01-02 12:00:00,1960-01-02 18:00:00,1960-01-03 18:00:00
1960,196001,KAREN,1960-04-21 06:00:00,1960-04-24 00:00:00,1960-04-24 06:00:00,1960-04-26 06:00:00,1960-04-26 12:00:00,1960-04-27 00:00:00
1960,196002,LUCILLE,1960-05-27 06:00:00,1960-05-30 00:00:00,1960-05-30 06:00:00,1960-06-02 06:00:00,1960-06-02 12:00:00,1960-06-04 12:00:00
1960,196003,MARY,1960-06-02 00:00:00,1960-06-04 00:00:00,1960-06-04 06:00:00,1960-06-12 00:00:00,1960-06-12 06:00:00,1960-06-18 00:00:00
1960,196004,NADINE,1960-06-02 00:00:00,1960-06-04 18:00:00,1960-06-05 00:00:00,1960-06-11 06:00:00,1960-06-11 12:00:00,1960-06-11 18:00:00
1960,196005,OLIVE,1960-06-21 06:00:00,1960-06-24 06:00:00,1960-06-24 12:00:00,1960-06-30 18:00:00,1960-07-01 00:00:00,1960-07-01 12:00:00
1960,196006,POLLY,1960-07-17 00:00:00,1960-07-18 12:00:00,1960-07-18 18:00:00,1960-07-29 00:00:00,1960-07-29 06:00:00,1960-08-02 12:00:00
1960,196007,ROSE,1960-07-24 12:00:00,1960-07-25 12:00:00,1960-07-25 18:00:00,1960-07-29 06:00:00,1960-07-29 12:00:00,1960-07-31 18:00:00
1960,196008,SHIRLEY,1960-07-27 18:00:00,1960-07-29 18:00:00,1960-07-30 00:00:00,1960-08-02 12:00:00,1960-08-02 18:00:00,1960-08-06 06:00:00
1960,196009,TRIX,1960-08-02 06:00:00,1960-08-04 06:00:00,1960-08-04 12:00:00,1960-08-09 18:00:00,1960-08-10 00:00:00,1960-08-13 00:00:00
1960,196010,NO-NAME,1960-08-06 00:00:00,1960-08-07 00:00:00,1960-08-07 06:00:00,1960-08-08 12:00:00,1960-08-08 18:00:00,1960-08-09 12:00:00
1960,196011,VIRGINIA,1960-08-07 18:00:00,1960-08-09 00:00:00,1960-08-09 06:00:00,1960-08-12 06:00:00,1960-08-12 12:00:00,1960-08-13 00:00:00
1960,196012,WENDY,1960-08-10 06:00:00,1960-08-10 12:00:00,1960-08-10 18:00:00,1960-08-13 06:00:00,1960-08-13 12:00:00,1960-08-15 18:00:00
1960,196013,AGNES,1960-08-10 00:00:00,1960-08-12 00:00:00,1960-08-12 06:00:00,1960-08-14 00:00:00,1960-08-14 06:00:00,1960-08-18 00:00:00
1960,196014,BESS,1960-08-15 12:00:00,1960-08-16 00:00:00,1960-08-16 06:00:00,1960-08-26 06:00:00,,
1960,196015,CARMEN,1960-08-15 00:00:00,1960-08-16 00:00:00,1960-08-16 06:00:00,1960-08-24 00:00:00,1960-08-24 06:00:00,1960-08-25 12:00:00
1960,196016,DELLA,1960-08-17 00:00:00,1960-08-17 06:00:00,1960-08-17 12:00:00,1960-08-30 18:00:00,1960-08-31 00:00:00,1960-09-04 18:00:00
1960,196017,ELAINE,1960-08-18 06:00:00,1960-08-20 06:00:00,1960-08-20 12:00:00,1960-08-25 00:00:00,1960-08-25 06:00:00,1960-08-25 12:00:00
1960,196018,FAYE,1960-08-23 00:00:00,1960-08-23 06:00:00,1960-08-23 12:00:00,1960-08-31 18:00:00,1960-09-01 00:00:00,1960-09-05 18:00:00
1960,196019,NO-NAME,1960-08-31 00:00:00,1960-09-01 12:00:00,1960-09-01 18:00:00,1960-09-02 00:00:00,,
1960,196020,HESTER,1960-09-04 00:00:00,1960-09-05 00:00:00,1960-09-05 06:00:00,1960-09-09 18:00:00,1960-09-10 00:00:00,1960-09-11 12:00:00
1960,196021,JUDY,1960-09-23 18:00:00,1960-09-29 18:00:00,1960-09-30 00:00:00,1960-10-01 18:00:00,1960-10-02 00:00:00,1960-10-02 06:00:00
1960,196022,KIT,1960-10-03 18:00:00,1960-10-04 06:00:00,1960-10-04 12:00:00,1960-10-13 12:00:00,,
1960,196023,LOLA,1960-10-08 00:00:00,1960-10-10 06:00:00,1960-10-10 12:00:00,1960-10-16 18:00:00,1960-10-17 00:00:00,1960-10-17 00:00:00
1960,196024,MAMIE,1960-10-11 12:00:00,1960-10-15 00:00:00,1960-10-15 06:00:00,1960-10-21 00:00:00,1960-10-21 06:00:00,1960-10-26 06:00:00
1960,196025,NINA,1960-10-20 00:00:00,1960-10-24 00:00:00,1960-10-24 06:00:00,1960-10-28 06:00:00,1960-10-28 12:00:00,1960-10-29 12:00:00
1960,196026,OPHELIA,1960-11-25 00:00:00,1960-11-28 00:00:00,1960-11-28 06:00:00,1960-12-06 06:00:00,1960-12-06 12:00:00,1960-12-06 18:00:00
1960,196027,PHYLLIS,1960-12-11 00:00:00,1960-12-12 06:00:00,1960-12-12 12:00:00,1960-12-20 06:00:00,1960-12-20 12:00:00,1960-12-20 12:00:00
1961,196101,RITA,1961-01-14 00:00:00,1961-01-16 06:00:00,1961-01-16 12:00:00,1961-01-17 12:00:00,1961-01-17 18:00:00,1961-01-19 18:00:00
1961,196102,TESS,1961-03-22 06:00:00,1961-03-25 00:00:00,1961-03-25 06:00:00,1961-03-31 06:00:00,1961-03-31 12:00:00,1961-04-02 12:00:00
1961,196103,ALICE,1961-05-15 18:00:00,1961-05-17 06:00:00,1961-05-17 12:00:00,1961-05-20 00:00:00,1961-05-20 06:00:00,1961-05-22 18:00:00
1961,196104,BETTY,1961-05-21 00:00:00,1961-05-22 06:00:00,1961-05-22 12:00:00,1961-05-28 06:00:00,1961-05-28 12:00:00,1961-06-04 06:00:00
1961,196105,CORA,1961-06-21 18:00:00,1961-06-23 06:00:00,1961-06-23 12:00:00,1961-06-25 00:00:00,,
1961,196106,NO-NAME,1961-06-25 18:00:00,1961-06-26 12:00:00,1961-06-26 18:00:00,1961-06-27 06:00:00,,
1961,196107,DORIS,1961-06-27 18:00:00,1961-06-30 12:00:00,1961-06-30 18:00:00,1961-07-02 12:00:00,1961-07-02 18:00:00,1961-07-10 00:00:00
1961,196108,ELSIE,1961-07-06 12:00:00,1961-07-12 12:00:00,1961-07-12 18:00:00,1961-07-15 00:00:00,1961-07-15 06:00:00,1961-07-16 00:00:00
1961,196109,FLOSSIE,1961-07-11 18:00:00,1961-07-16 12:00:00,1961-07-16 18:00:00,1961-07-19 18:00:00,,
1961,196110,HELEN,1961-07-22 18:00:00,1961-07-27 12:00:00,1961-07-27 18:00:00,1961-08-03 06:00:00,1961-08-03 12:00:00,1961-08-07 00:00:00
1961,196111,IDA,1961-07-27 18:00:00,1961-07-28 06:00:00,1961-07-28 12:00:00,1961-07-31 06:00:00,1961-07-31 12:00:00,1961-07-31 12:00:00
1961,196112,NO-NAME,1961-08-01 06:00:00,1961-08-01 06:00:00,1961-08-01 12:00:00,1961-08-01 12:00:00,,
1961,196113,JUNE,1961-08-01 00:00:00,1961-08-01 12:00:00,1961-08-01 18:00:00,1961-08-08 06:00:00,,
1961,196114,NO-NAME,1961-08-08 00:00:00,1961-08-08 18:00:00,1961-08-09 00:00:00,1961-08-09 00:00:00,1961-08-09 06:00:00,1961-08-10 00:00:00
1961,196115,KATHY,1961-08-13 18:00:00,1961-08-15 12:00:00,1961-08-15 18:00:00,1961-08-17 18:00:00,1961-08-18 00:00:00,1961-08-18 18:00:00
1961,196116,LORNA,1961-08-19 00:00:00,1961-08-21 06:00:00,1961-08-21 12:00:00,1961-08-26 18:00:00,1961-08-27 00:00:00,1961-08-28 00:00:00
1961,196117,MARIE,1961-08-28 18:00:00,1961-08-29 18:00:00,1961-08-30 00:00:00,1961-09-03 06:00:00,1961-09-03 12:00:00,1961-09-05 00:00:00
1961,196118,NANCY,1961-09-06 12:00:00,1961-09-08 00:00:00,1961-09-08 06:00:00,1961-09-17 18:00:00,1961-09-18 00:00:00,1961-09-20 00:00:00
1961,196119,OLGA,1961-09-04 06:00:00,1961-09-09 00:00:00,1961-09-09 06:00:00,1961-09-10 06:00:00,1961-09-10 12:00:00,1961-09-11 06:00:00
1961,196120,PAMELA,1961-09-05 00:00:00,1961-09-09 06:00:00,1961-09-09 12:00:00,1961-09-13 00:00:00,1961-09-13 06:00:00,1961-09-13 18:00:00
1961,196121,RUBY,1961-09-20 18:00:00,1961-09-22 18:00:00,1961-09-23 00:00:00,1961-09-24 12:00:00,1961-09-24 18:00:00,1961-09-25 06:00:00
1961,196122,SALLY,1961-09-23 00:00:00,1961-09-26 06:00:00,1961-09-26 12:00:00,1961-09-29 12:00:00,1961-09-29 18:00:00,1961-10-01 00:00:00
1961,196123,TILDA,1961-09-25 12:00:00,1961-09-27 18:00:00,1961-09-28 00:00:00,1961-10-05 06:00:00,1961-10-05 12:00:00,1961-10-09 12:00:00
1961,196124,VIOLET,1961-10-02 18:00:00,1961-10-04 18:00:00,1961-10-05 00:00:00,1961-10-10 12:00:00,1961-10-10 18:00:00,1961-10-11 18:00:00
1961,196125,WILDA,1961-10-05 18:00:00,1961-10-11 06:00:00,1961-10-11 12:00:00,1961-10-13 06:00:00,,
1961,196126,BILLIE,1961-10-18 06:00:00,1961-10-23 18:00:00,1961-10-24 00:00:00,1961-10-30 00:00:00,1961-10-30 06:00:00,1961-10-30 06:00:00
1961,196127,CLARA,1961-10-25 06:00:00,1961-10-28 00:00:00,1961-10-28 06:00:00,1961-11-01 00:00:00,1961-11-01 06:00:00,1961-11-01 06:00:00
1961,196128,DOT,1961-11-07 12:00:00,1961-11-08 18:00:00,1961-11-09 00:00:00,1961-11-15 12:00:00,1961-11-15 18:00:00,1961-11-16 18:00:00
1961,196129,ELLEN,1961-12-05 18:00:00,1961-12-07 06:00:00,1961-12-07 12:00:00,1961-12-13 06:00:00,1961-12-13 12:00:00,1961-12-14 06:00:00
1962,196201,FRAN,1962-02-03 00:00:00,1962-02-03 18:00:00,1962-02-04 00:00:00,1962-02-04 18:00:00,1962-02-05 00:00:00,1962-02-05 18:00:00
1962,196202,GEORGIA,1962-04-15 18:00:00,1962-04-17 00:00:00,1962-04-17 06:00:00,1962-04-24 12:00:00,1962-04-24 18:00:00,1962-04-29 00:00:00
1962,196203,HOPE,1962-05-14 18:00:00,1962-05-16 06:00:00,1962-05-16 12:00:00,1962-05-22 18:00:00,1962-05-23 00:00:00,1962-05-28 00:00:00
1962,196204,IRIS,1962-05-25 12:00:00,1962-05-27 06:00:00,1962-05-27 12:00:00,1962-05-29 00:00:00,1962-05-29 06:00:00,1962-05-31 00:00:00
1962,196205,JOAN,1962-07-06 18:00:00,1962-07-07 06:00:00,1962-07-07 12:00:00,1962-07-11 00:00:00,1962-07-11 06:00:00,1962-07-15 00:00:00
1962,196206,KATE,1962-07-17 12:00:00,1962-07-20 00:00:00,1962-07-20 06:00:00,1962-07-24 06:00:00,1962-07-24 12:00:00,1962-07-25 18:00:00
1962,196207,LOUISE,1962-07-20 18:00:00,1962-07-21 00:00:00,1962-07-21 06:00:00,1962-07-28 00:00:00,1962-07-28 06:00:00,1962-07-29 12:00:00
1962,196208,MARGE,1962-07-28 06:00:00,1962-07-28 06:00:00,1962-07-28 12:00:00,1962-07-29 06:00:00,1962-07-29 12:00:00,1962-07-29 18:00:00
1962,196209,NORA,1962-07-28 18:00:00,1962-07-29 06:00:00,1962-07-29 12:00:00,1962-08-03 18:00:00,1962-08-04 00:00:00,1962-08-06 18:00:00
1962,196210,OPAL,1962-07-30 06:00:00,1962-08-02 06:00:00,1962-08-02 12:00:00,1962-08-09 06:00:00,1962-08-09 12:00:00,1962-08-14 12:00:00
1962,196211,PATSY,1962-08-05 00:00:00,1962-08-07 00:00:00,1962-08-07 06:00:00,1962-08-11 18:00:00,1962-08-12 00:00:00,1962-08-12 00:00:00
1962,196212,RUTH,1962-08-12 00:00:00,1962-08-14 00:00:00,1962-08-14 06:00:00,1962-08-23 06:00:00,1962-08-23 12:00:00,1962-08-25 18:00:00
1962,196213,SARAH,1962-08-14 00:00:00,1962-08-15 06:00:00,1962-08-15 12:00:00,1962-08-22 12:00:00,1962-08-22 18:00:00,1962-08-25 18:00:00
1962,196214,THELMA,1962-08-20 00:00:00,1962-08-20 06:00:00,1962-08-20 12:00:00,1962-08-26 12:00:00,1962-08-26 18:00:00,1962-09-01 12:00:00
1962,196215,VERA,1962-08-24 12:00:00,1962-08-25 12:00:00,1962-08-25 18:00:00,1962-08-28 00:00:00,,
1962,196216,WANDA,1962-08-25 06:00:00,1962-08-28 06:00:00,1962-08-28 12:00:00,1962-09-01 18:00:00,1962-09-02 00:00:00,1962-09-04 18:00:00
1962,196217,AMY,1962-08-28 18:00:00,1962-08-30 00:00:00,1962-08-30 06:00:00,1962-09-07 06:00:00,1962-09-07 12:00:00,1962-09-10 12:00:00
1962,196218,BABE,1962-09-11 06:00:00,1962-09-14 06:00:00,1962-09-14 12:00:00,1962-09-16 12:00:00,1962-09-16 18:00:00,1962-09-18 18:00:00
1962,196219,NO-NAME,1962-09-11 06:00:00,1962-09-15 12:00:00,1962-09-15 18:00:00,1962-09-16 00:00:00,1962-09-16 06:00:00,1962-09-17 12:00:00
1962,196220,CARLA,1962-09-18 06:00:00,1962-09-21 00:00:00,1962-09-21 06:00:00,1962-09-23 06:00:00,1962-09-23 12:00:00,1962-09-23 12:00:00
1962,196221,DINAH,1962-09-24 18:00:00,1962-09-29 00:00:00,1962-09-29 06:00:00,1962-10-04 06:00:00,1962-10-04 12:00:00,1962-10-05 12:00:00
1962,196222,EMMA,1962-09-28 12:00:00,1962-10-01 18:00:00,1962-10-02 00:00:00,1962-10-12 06:00:00,1962-10-12 12:00:00,1962-10-13 06:00:00
1962,196223,FREDA,1962-10-03 06:00:00,1962-10-04 06:00:00,1962-10-04 12:00:00,1962-10-10 18:00:00,,
1962,196224,GILDA,1962-10-18 18:00:00,1962-10-22 18:00:00,1962-10-23 00:00:00,1962-10-31 00:00:00,1962-10-31 06:00:00,1962-11-01 06:00:00
1962,196225,HARRIET,1962-10-19 06:00:00,1962-10-25 12:00:00,1962-10-25 18:00:00,1962-10-27 00:00:00,,
1962,196226,IVY,1962-10-27 00:00:00,1962-10-28 00:00:00,1962-10-28 06:00:00,1962-10-29 06:00:00,1962-10-29 12:00:00,1962-10-29 18:00:00
1962,196227,JEAN,1962-11-04 06:00:00,1962-11-06 06:00:00,1962-11-06 12:00:00,1962-11-13 18:00:00,1962-11-14 00:00:00,1962-11-19 12:00:00
1962,196228,KAREN,1962-11-07 06:00:00,1962-11-07 18:00:00,1962-11-08 00:00:00,1962-11-17 18:00:00,1962-11-18 00:00:00,1962-11-18 12:00:00
1962,196229,LUCY,1962-11-23 06:00:00,1962-11-26 00:00:00,1962-11-26 06:00:00,1962-12-01 00:00:00,,
1962,196230,NADINE,1962-12-05 18:00:00,1962-12-08 06:00:00,1962-12-08 12:00:00,1962-12-11 00:00:00,1962-12-11 06:00:00,1962-12-11 18:00:00
1963,196301,OLIVE,1963-04-26 00:00:00,1963-04-26 18:00:00,1963-04-27 00:00:00,1963-05-05 18:00:00,1963-05-06 00:00:00,1963-05-09 06:00:00
1963,196302,POLLY,1963-05-27 00:00:00,1963-06-01 06:00:00,1963-06-01 12:00:00,1963-06-05 18:00:00,1963-06-06 00:00:00,1963-06-07 12:00:00
1963,196303,ROSE,1963-06-06 12:00:00,1963-06-08 12:00:00,1963-06-08 18:00:00,1963-06-14 06:00:00,1963-06-14 12:00:00,1963-06-18 00:00:00
1963,196304,SHIRLEY,1963-06-12 06:00:00,1963-06-13 06:00:00,1963-06-13 12:00:00,1963-06-20 06:00:00,1963-06-20 12:00:00,1963-06-26 00:00:00
1963,196305,TRIX,1963-06-15 18:00:00,1963-06-26 06:00:00,1963-06-26 12:00:00,1963-07-02 06:00:00,1963-07-02 12:00:00,1963-07-05 06:00:00
1963,196306,VIRGINIA,1963-07-01 12:00:00,1963-07-06 06:00:00,1963-07-06 12:00:00,1963-07-09 00:00:00,,
1963,196307,WENDY,1963-07-09 00:00:00,1963-07-10 00:00:00,1963-07-10 06:00:00,1963-07-18 06:00:00,1963-07-18 12:00:00,1963-07-24 06:00:00
1963,196308,AGNES,1963-07-15 18:00:00,1963-07-18 06:00:00,1963-07-18 12:00:00,1963-07-23 06:00:00,1963-07-23 12:00:00,1963-07-24 18:00:00
1963,196309,BESS,1963-07-25 18:00:00,1963-07-30 00:00:00,1963-07-30 06:00:00,1963-08-10 12:00:00,1963-08-10 18:00:00,1963-08-16 12:00:00
1963,196310,CARMEN,1963-08-08 00:00:00,1963-08-10 06:00:00,1963-08-10 12:00:00,1963-08-18 00:00:00,1963-08-18 06:00:00,1963-08-18 12:00:00
1963,196311,DELLA,1963-08-23 18:00:00,1963-08-25 12:00:00,1963-08-25 18:00:00,1963-08-29 12:00:00,1963-08-29 18:00:00,1963-09-02 00:00:00
1963,196312,ELAINE,1963-08-23 00:00:00,1963-08-24 06:00:00,1963-08-24 12:00:00,1963-08-28 00:00:00,1963-08-28 06:00:00,1963-08-30 18:00:00
1963,196313,FAYE,1963-08-28 00:00:00,1963-09-01 18:00:00,1963-09-02 00:00:00,1963-09-10 00:00:00,1963-09-10 06:00:00,1963-09-11 00:00:00
1963,196314,GLORIA,1963-09-03 18:00:00,1963-09-06 06:00:00,1963-09-06 12:00:00,1963-09-13 18:00:00,1963-09-14 00:00:00,1963-09-15 12:00:00
1963,196315,HESTER,1963-09-07 18:00:00,1963-09-11 06:00:00,1963-09-11 12:00:00,1963-09-13 12:00:00,1963-09-13 18:00:00,1963-09-16 06:00:00
1963,196316,IRMA,1963-09-16 12:00:00,1963-09-17 18:00:00,1963-09-18 00:00:00,1963-09-18 06:00:00,1963-09-18 12:00:00,1963-09-22 06:00:00
1963,196317,JUDY,1963-09-27 06:00:00,1963-09-30 06:00:00,1963-09-30 12:00:00,1963-10-04 18:00:00,1963-10-05 00:00:00,1963-10-10 00:00:00
1963,196318,KIT,1963-10-03 06:00:00,1963-10-06 00:00:00,1963-10-06 06:00:00,1963-10-12 00:00:00,1963-10-12 06:00:00,1963-10-14 06:00:00
1963,196319,LOLA,1963-10-06 00:00:00,1963-10-12 06:00:00,1963-10-12 12:00:00,1963-10-20 00:00:00,1963-10-20 06:00:00,1963-10-22 06:00:00
1963,196320,MAMIE,1963-10-13 12:00:00,1963-10-15 06:00:00,1963-10-15 12:00:00,1963-10-18 18:00:00,1963-10-19 00:00:00,1963-10-19 00:00:00
1963,196321,ORA,1963-10-22 18:00:00,1963-10-26 00:00:00,1963-10-26 06:00:00,1963-10-30 12:00:00,1963-10-30 18:00:00,1963-11-01 12:00:00
1963,196322,PHYLLIS,1963-12-08 18:00:00,1963-12-12 06:00:00,1963-12-12 12:00:00,1963-12-13 12:00:00,1963-12-13 18:00:00,1963-12-15 00:00:00
1963,196323,RITA,1963-12-15 00:00:00,1963-12-16 18:00:00,1963-12-17 00:00:00,1963-12-19 12:00:00,1963-12-19 18:00:00,1963-12-22 00:00:00
1963,196324,SUSAN,1963-12-18 00:00:00,1963-12-20 00:00:00,1963-12-20 06:00:00,1963-12-29 00:00:00,1963-12-29 06:00:00,1963-12-29 06:00:00
1964,196401,TESS,1964-05-12 00:00:00,1964-05-15 06:00:00,1964-05-15 12:00:00,1964-05-24 00:00:00,1964-05-24 06:00:00,1964-05-27 06:00:00
1964,196402,VIOLA,1964-05-21 18:00:00,1964-05-25 18:00:00,1964-05-26 00:00:00,1964-05-29 00:00:00,1964-05-29 06:00:00,1964-05-30 12:00:00
1964,196403,WINNIE,1964-06-24 18:00:00,1964-06-26 18:00:00,1964-06-27 00:00:00,1964-07-03 12:00:00,1964-07-03 18:00:00,1964-07-04 12:00:00
1964,196404,ALICE,1964-06-26 18:00:00,1964-06-27 00:00:00,1964-06-27 06:00:00,1964-06-28 06:00:00,1964-06-28 12:00:00,1964-06-29 00:00:00
1964,196405,BETTY,1964-07-02 00:00:00,1964-07-02 12:00:00,1964-07-02 18:00:00,1964-07-07 00:00:00,1964-07-07 06:00:00,1964-07-07 06:00:00
1964,196406,CORA,1964-07-05 00:00:00,1964-07-06 06:00:00,1964-07-06 12:00:00,1964-07-10 06:00:00,1964-07-10 12:00:00,1964-07-11 12:00:00
1964,196407,DORIS,1964-07-11 00:00:00,1964-07-11 12:00:00,1964-07-11 18:00:00,1964-07-16 12:00:00,1964-07-16 18:00:00,1964-07-17 06:00:00
1964,196408,ELSIE,1964-07-14 06:00:00,1964-07-15 06:00:00,1964-07-15 12:00:00,1964-07-19 00:00:00,1964-07-19 06:00:00,1964-07-19 12:00:00
1964,196409,FLOSSIE,1964-07-24 00:00:00,1964-07-26 00:00:00,1964-07-26 06:00:00,1964-07-29 18:00:00,1964-07-30 00:00:00,1964-08-01 18:00:00
1964,196410,GRACE,1964-07-25 18:00:00,1964-07-27 00:00:00,1964-07-27 06:00:00,1964-07-30 00:00:00,1964-07-30 06:00:00,1964-08-04 18:00:00
1964,196411,HELEN,1964-07-27 00:00:00,1964-07-28 00:00:00,1964-07-28 06:00:00,1964-08-03 18:00:00,1964-08-04 00:00:00,1964-08-05 18:00:00
1964,196412,IDA,1964-08-02 00:00:00,1964-08-03 18:00:00,1964-08-04 00:00:00,1964-08-09 06:00:00,1964-08-09 12:00:00,1964-08-12 00:00:00
1964,196413,JUNE,1964-08-09 00:00:00,1964-08-11 00:00:00,1964-08-11 06:00:00,1964-08-12 06:00:00,1964-08-12 12:00:00,1964-08-17 06:00:00
1964,196414,KATHY,1964-08-10 18:00:00,1964-08-12 06:00:00,1964-08-12 12:00:00,1964-08-25 00:00:00,1964-08-25 06:00:00,1964-08-29 18:00:00
1964,196415,LORNA,1964-08-11 18:00:00,1964-08-12 06:00:00,1964-08-12 12:00:00,1964-08-13 00:00:00,1964-08-13 06:00:00,1964-08-14 12:00:00
1964,196416,MARIE,1964-08-12 06:00:00,1964-08-17 06:00:00,1964-08-17 12:00:00,1964-08-19 00:00:00,1964-08-19 06:00:00,1964-08-20 06:00:00
1964,196417,RUBY,1964-09-01 12:00:00,1964-09-01 18:00:00,1964-09-02 00:00:00,1964-09-06 00:00:00,1964-09-06 06:00:00,1964-09-06 06:00:00
1964,196418,SALLY,1964-09-03 00:00:00,1964-09-04 06:00:00,1964-09-04 12:00:00,1964-09-11 00:00:00,1964-09-11 06:00:00,1964-09-11 12:00:00
1964,196419,TILDA,1964-09-12 00:00:00,1964-09-14 00:00:00,1964-09-14 06:00:00,1964-09-23 06:00:00,1964-09-23 12:00:00,1964-09-24 12:00:00
1964,196420,WILDA,1964-09-16 18:00:00,1964-09-19 06:00:00,1964-09-19 12:00:00,1964-09-25 18:00:00,1964-09-26 00:00:00,1964-09-27 00:00:00
